Date,DOY,Month,Year,Inches,mm
12/10/2009,344,12,2009,0,0
12/11/2009,345,12,2009,0,0
12/12/2009,346,12,2009,0,0
12/13/2009,347,12,2009,0,0
12/14/2009,348,12,2009,0.06,1.524
12/15/2009,349,12,2009,0,0
12/16/2009,350,12,2009,0,0
12/17/2009,351,12,2009,0,0
12/18/2009,352,12,2009,0,0
12/19/2009,353,12,2009,0,0
12/20/2009,354,12,2009,0.06,1.524
12/21/2009,355,12,2009,0,0
12/22/2009,356,12,2009,0,0
12/23/2009,357,12,2009,0.48,12.192
12/24/2009,358,12,2009,0.46,11.684
12/25/2009,359,12,2009,0.45,11.43
12/26/2009,360,12,2009,0.09,2.286
12/27/2009,361,12,2009,0.05,1.27
12/28/2009,362,12,2009,0,0
12/29/2009,363,12,2009,0,0
12/30/2009,364,12,2009,0.04,1.016
12/31/2009,365,12,2009,0,0
1/1/2010,1,1,2010,0,0
1/2/2010,2,1,2010,0,0
1/3/2010,3,1,2010,0,0
1/4/2010,4,1,2010,0,0
1/5/2010,5,1,2010,0,0
1/6/2010,6,1,2010,0.23,5.842
1/7/2010,7,1,2010,0.02,0.508
1/8/2010,8,1,2010,0,0
1/9/2010,9,1,2010,0,0
1/10/2010,10,1,2010,0,0
1/11/2010,11,1,2010,0,0
1/12/2010,12,1,2010,0,0
1/13/2010,13,1,2010,0,0
1/14/2010,14,1,2010,0,0
1/15/2010,15,1,2010,0,0
1/16/2010,16,1,2010,0,0
1/17/2010,17,1,2010,0,0
1/18/2010,18,1,2010,0,0
1/19/2010,19,1,2010,0,0
1/20/2010,20,1,2010,0.41,10.414
1/21/2010,21,1,2010,0,0
1/22/2010,22,1,2010,0,0
1/23/2010,23,1,2010,0.63,16.002
1/24/2010,24,1,2010,0.02,0.508
1/25/2010,25,1,2010,0.29,7.366
1/26/2010,26,1,2010,0,0
1/27/2010,27,1,2010,0.08,2.032
1/28/2010,28,1,2010,0,0
1/29/2010,29,1,2010,0,0
1/30/2010,30,1,2010,0,0
1/31/2010,31,1,2010,0,0
2/1/2010,32,2,2010,0.09,2.286
2/2/2010,33,2,2010,0.01,0.254
2/3/2010,34,2,2010,0,0
2/4/2010,35,2,2010,0.02,0.508
2/5/2010,36,2,2010,0.09,2.286
2/6/2010,37,2,2010,0,0
2/7/2010,38,2,2010,0.14,3.556
2/8/2010,39,2,2010,0.32,8.128
2/9/2010,40,2,2010,0,0
2/10/2010,41,2,2010,0,0
2/11/2010,42,2,2010,0.04,1.016
2/12/2010,43,2,2010,0,0
2/13/2010,44,2,2010,0.03,0.762
2/14/2010,45,2,2010,0.06,1.524
2/15/2010,46,2,2010,0.04,1.016
2/16/2010,47,2,2010,0,0
2/17/2010,48,2,2010,0,0
2/18/2010,49,2,2010,0,0
2/19/2010,50,2,2010,0.14,3.556
2/20/2010,51,2,2010,0,0
2/21/2010,52,2,2010,0,0
2/22/2010,53,2,2010,0,0
2/23/2010,54,2,2010,0,0
2/24/2010,55,2,2010,0,0
2/25/2010,56,2,2010,0,0
2/26/2010,57,2,2010,0,0
2/27/2010,58,2,2010,0,0
2/28/2010,59,2,2010,0,0
3/1/2010,60,3,2010,0,0
3/2/2010,61,3,2010,0,0
3/3/2010,62,3,2010,0,0
3/4/2010,63,3,2010,0,0
3/5/2010,64,3,2010,0,0
3/6/2010,65,3,2010,0.36,9.144
3/7/2010,66,3,2010,0.02,0.508
3/8/2010,67,3,2010,0,0
3/9/2010,68,3,2010,0.32,8.128
3/10/2010,69,3,2010,0.14,3.556
3/11/2010,70,3,2010,0.51,12.954
3/12/2010,71,3,2010,0.01,0.254
3/13/2010,72,3,2010,0,0
3/14/2010,73,3,2010,0,0
3/15/2010,74,3,2010,0,0
3/16/2010,75,3,2010,0.43,10.922
3/17/2010,76,3,2010,0.04,1.016
3/18/2010,77,3,2010,0,0
3/19/2010,78,3,2010,0.12,3.048
3/20/2010,79,3,2010,0,0
3/21/2010,80,3,2010,0,0
3/22/2010,81,3,2010,0,0
3/23/2010,82,3,2010,0,0
3/24/2010,83,3,2010,0,0
3/25/2010,84,3,2010,0,0
3/26/2010,85,3,2010,0,0
3/27/2010,86,3,2010,0,0
3/28/2010,87,3,2010,0,0
3/29/2010,88,3,2010,0,0
3/30/2010,89,3,2010,0,0
3/31/2010,90,3,2010,0,0
4/1/2010,91,4,2010,0,0
4/2/2010,92,4,2010,0.1,2.54
4/3/2010,93,4,2010,0,0
4/4/2010,94,4,2010,0,0
4/5/2010,95,4,2010,0.18,4.572
4/6/2010,96,4,2010,0.48,12.192
4/7/2010,97,4,2010,0.09,2.286
4/8/2010,98,4,2010,0,0
4/9/2010,99,4,2010,0,0
4/10/2010,100,4,2010,0.04,1.016
4/11/2010,101,4,2010,0,0
4/12/2010,102,4,2010,0,0
4/13/2010,103,4,2010,0,0
4/14/2010,104,4,2010,0.01,0.254
4/15/2010,105,4,2010,0.19,4.826
4/16/2010,106,4,2010,0,0
4/17/2010,107,4,2010,0,0
4/18/2010,108,4,2010,0,0
4/19/2010,109,4,2010,0,0
4/20/2010,110,4,2010,0,0
4/21/2010,111,4,2010,0,0
4/22/2010,112,4,2010,0,0
4/23/2010,113,4,2010,0.55,13.97
4/24/2010,114,4,2010,0.17,4.318
4/25/2010,115,4,2010,0.25,6.35
4/26/2010,116,4,2010,0.15,3.81
4/27/2010,117,4,2010,0,0
4/28/2010,118,4,2010,0,0
4/29/2010,119,4,2010,0,0
4/30/2010,120,4,2010,0.63,16.002
5/1/2010,121,5,2010,0,0
5/2/2010,122,5,2010,0,0
5/3/2010,123,5,2010,0.01,0.254
5/4/2010,124,5,2010,0.07,1.778
5/5/2010,125,5,2010,0.02,0.508
5/6/2010,126,5,2010,0,0
5/7/2010,127,5,2010,0.22,5.588
5/8/2010,128,5,2010,0,0
5/9/2010,129,5,2010,0.01,0.254
5/10/2010,130,5,2010,0.4,10.16
5/11/2010,131,5,2010,0.53,13.462
5/12/2010,132,5,2010,1.19,30.226
5/13/2010,133,5,2010,0.05,1.27
5/14/2010,134,5,2010,0,0
5/15/2010,135,5,2010,0,0
5/16/2010,136,5,2010,0,0
5/17/2010,137,5,2010,0,0
5/18/2010,138,5,2010,0,0
5/19/2010,139,5,2010,0,0
5/20/2010,140,5,2010,0.09,2.286
5/21/2010,141,5,2010,0.03,0.762
5/22/2010,142,5,2010,0.01,0.254
5/23/2010,143,5,2010,0,0
5/24/2010,144,5,2010,0,0
5/25/2010,145,5,2010,0.12,3.048
5/26/2010,146,5,2010,0,0
5/27/2010,147,5,2010,0,0
5/28/2010,148,5,2010,0,0
5/29/2010,149,5,2010,0,0
5/30/2010,150,5,2010,0.17,4.318
5/31/2010,151,5,2010,0.02,0.508
6/1/2010,152,6,2010,0.39,9.906
6/2/2010,153,6,2010,0,0
6/3/2010,154,6,2010,0.01,0.254
6/4/2010,155,6,2010,0.79,20.066
6/5/2010,156,6,2010,0.07,1.778
6/6/2010,157,6,2010,0,0
6/7/2010,158,6,2010,0.06,1.524
6/8/2010,159,6,2010,0.38,9.652
6/9/2010,160,6,2010,0,0
6/10/2010,161,6,2010,0.82,20.828
6/11/2010,162,6,2010,0.13,3.302
6/12/2010,163,6,2010,0.73,18.542
6/13/2010,164,6,2010,0.69,17.526
6/14/2010,165,6,2010,0.12,3.048
6/15/2010,166,6,2010,0.01,0.254
6/16/2010,167,6,2010,0,0
6/17/2010,168,6,2010,0.22,5.588
6/18/2010,169,6,2010,0.2,5.08
6/19/2010,170,6,2010,0,0
6/20/2010,171,6,2010,0.01,0.254
6/21/2010,172,6,2010,0.17,4.318
6/22/2010,173,6,2010,0.08,2.032
6/23/2010,174,6,2010,0.15,3.81
6/24/2010,175,6,2010,0,0
6/25/2010,176,6,2010,0.17,4.318
6/26/2010,177,6,2010,1.83,46.482
6/27/2010,178,6,2010,1.02,25.908
6/28/2010,179,6,2010,0,0
6/29/2010,180,6,2010,0,0
6/30/2010,181,6,2010,0,0
7/1/2010,182,7,2010,0,0
7/2/2010,183,7,2010,0,0
7/3/2010,184,7,2010,0,0
7/4/2010,185,7,2010,1.2,30.48
7/5/2010,186,7,2010,0.03,0.762
7/6/2010,187,7,2010,0,0
7/7/2010,188,7,2010,0.01,0.254
7/8/2010,189,7,2010,0,0
7/9/2010,190,7,2010,0,0
7/10/2010,191,7,2010,0,0
7/11/2010,192,7,2010,0.01,0.254
7/12/2010,193,7,2010,0.2,5.08
7/13/2010,194,7,2010,0,0
7/14/2010,195,7,2010,0.02,0.508
7/15/2010,196,7,2010,0,0
7/16/2010,197,7,2010,0,0
7/17/2010,198,7,2010,0.02,0.508
7/18/2010,199,7,2010,0.28,7.112
7/19/2010,200,7,2010,0.6,15.24
7/20/2010,201,7,2010,0,0
7/21/2010,202,7,2010,0,0
7/22/2010,203,7,2010,0.4,10.16
7/23/2010,204,7,2010,0.38,9.652
7/24/2010,205,7,2010,0.24,6.096
7/25/2010,206,7,2010,0,0
7/26/2010,207,7,2010,0,0
7/27/2010,208,7,2010,0,0
7/28/2010,209,7,2010,0,0
7/29/2010,210,7,2010,0,0
7/30/2010,211,7,2010,1.17,29.718
7/31/2010,212,7,2010,0,0
8/1/2010,213,8,2010,0,0
8/2/2010,214,8,2010,0.36,9.144
8/3/2010,215,8,2010,0.9,22.86
8/4/2010,216,8,2010,0.22,5.588
8/5/2010,217,8,2010,0,0
8/6/2010,218,8,2010,0,0
8/7/2010,219,8,2010,0.27,6.858
8/8/2010,220,8,2010,1.25,31.75
8/9/2010,221,8,2010,2.6,66.04
8/10/2010,222,8,2010,2.87,72.898
8/11/2010,223,8,2010,0.01,0.254
8/12/2010,224,8,2010,0,0
8/13/2010,225,8,2010,0,0
8/14/2010,226,8,2010,0,0
8/15/2010,227,8,2010,0,0
8/16/2010,228,8,2010,0,0
8/17/2010,229,8,2010,0.31,7.874
8/18/2010,230,8,2010,0,0
8/19/2010,231,8,2010,0.05,1.27
8/20/2010,232,8,2010,0.13,3.302
8/21/2010,233,8,2010,0,0
8/22/2010,234,8,2010,0,0
8/23/2010,235,8,2010,0,0
8/24/2010,236,8,2010,0.02,0.508
8/25/2010,237,8,2010,0,0
8/26/2010,238,8,2010,0,0
8/27/2010,239,8,2010,0,0
8/28/2010,240,8,2010,0,0
8/29/2010,241,8,2010,0,0
8/30/2010,242,8,2010,0,0
8/31/2010,243,8,2010,2.39,60.706
9/1/2010,244,9,2010,0.04,1.016
9/2/2010,245,9,2010,0.11,2.794
9/3/2010,246,9,2010,0,0
9/4/2010,247,9,2010,0,0
9/5/2010,248,9,2010,0.02,0.508
9/6/2010,249,9,2010,0.02,0.508
9/7/2010,250,9,2010,0,0
9/8/2010,251,9,2010,0,0
9/9/2010,252,9,2010,0,0
9/10/2010,253,9,2010,0.1,2.54
9/11/2010,254,9,2010,0,0
9/12/2010,255,9,2010,0,0
9/13/2010,256,9,2010,0,0
9/14/2010,257,9,2010,0,0
9/15/2010,258,9,2010,0.04,1.016
9/16/2010,259,9,2010,0,0
9/17/2010,260,9,2010,0,0
9/18/2010,261,9,2010,0.36,9.144
9/19/2010,262,9,2010,0.23,5.842
9/20/2010,263,9,2010,0.01,0.254
9/21/2010,264,9,2010,0.69,17.526
9/22/2010,265,9,2010,0,0
9/23/2010,266,9,2010,0.21,5.334
9/24/2010,267,9,2010,0,0
9/25/2010,268,9,2010,0.54,13.716
9/26/2010,269,9,2010,0,0
9/27/2010,270,9,2010,0,0
9/28/2010,271,9,2010,0,0
9/29/2010,272,9,2010,0,0
9/30/2010,273,9,2010,0,0
10/1/2010,274,10,2010,0,0
10/2/2010,275,10,2010,0,0
10/3/2010,276,10,2010,0,0
10/4/2010,277,10,2010,0,0
10/5/2010,278,10,2010,0,0
10/6/2010,279,10,2010,0,0
10/7/2010,280,10,2010,0,0
10/8/2010,281,10,2010,0,0
10/9/2010,282,10,2010,0,0
10/10/2010,283,10,2010,0,0
10/11/2010,284,10,2010,0,0
10/12/2010,285,10,2010,0.07,1.778
10/13/2010,286,10,2010,0,0
10/14/2010,287,10,2010,0,0
10/15/2010,288,10,2010,0,0
10/16/2010,289,10,2010,0,0
10/17/2010,290,10,2010,0,0
10/18/2010,291,10,2010,0,0
10/19/2010,292,10,2010,0,0
10/20/2010,293,10,2010,0,0
10/21/2010,294,10,2010,0,0
10/22/2010,295,10,2010,0,0
10/23/2010,296,10,2010,0.08,2.032
10/24/2010,297,10,2010,0,0
10/25/2010,298,10,2010,0,0
10/26/2010,299,10,2010,0.14,3.556
10/27/2010,300,10,2010,0.02,0.508
10/28/2010,301,10,2010,0,0
10/29/2010,302,10,2010,0,0
10/30/2010,303,10,2010,0,0
10/31/2010,304,10,2010,0,0
11/1/2010,305,11,2010,0,0
11/2/2010,306,11,2010,0,0
11/3/2010,307,11,2010,0,0
11/4/2010,308,11,2010,0,0
11/5/2010,309,11,2010,0,0
11/6/2010,310,11,2010,0,0
11/7/2010,311,11,2010,0,0
11/8/2010,312,11,2010,0,0
11/9/2010,313,11,2010,0,0
11/10/2010,314,11,2010,0,0
11/11/2010,315,11,2010,0,0
11/12/2010,316,11,2010,1.35,34.29
11/13/2010,317,11,2010,0.29,7.366
11/14/2010,318,11,2010,0,0
11/15/2010,319,11,2010,0,0
11/16/2010,320,11,2010,0,0
11/17/2010,321,11,2010,0,0
11/18/2010,322,11,2010,0,0
11/19/2010,323,11,2010,0,0
11/20/2010,324,11,2010,0,0
11/21/2010,325,11,2010,0.01,0.254
11/22/2010,326,11,2010,0.01,0.254
11/23/2010,327,11,2010,0,0
11/24/2010,328,11,2010,0.02,0.508
11/25/2010,329,11,2010,0,0
11/26/2010,330,11,2010,0,0
11/27/2010,331,11,2010,0,0
11/28/2010,332,11,2010,0,0
11/29/2010,333,11,2010,0.03,0.762
11/30/2010,334,11,2010,0,0
12/1/2010,335,12,2010,0,0
12/2/2010,336,12,2010,0,0
12/3/2010,337,12,2010,0.01,0.254
12/4/2010,338,12,2010,0,0
12/5/2010,339,12,2010,0,0
12/6/2010,340,12,2010,0,0
12/7/2010,341,12,2010,0,0
12/8/2010,342,12,2010,0,0
12/9/2010,343,12,2010,0,0
12/10/2010,344,12,2010,0,0
12/11/2010,345,12,2010,0.28,7.112
12/12/2010,346,12,2010,0.02,0.508
12/13/2010,347,12,2010,0,0
12/14/2010,348,12,2010,0,0
12/15/2010,349,12,2010,0.11,2.794
12/16/2010,350,12,2010,0,0
12/17/2010,351,12,2010,0,0
12/18/2010,352,12,2010,0,0
12/19/2010,353,12,2010,0.02,0.508
12/20/2010,354,12,2010,0,0
12/21/2010,355,12,2010,0,0
12/22/2010,356,12,2010,0,0
12/23/2010,357,12,2010,0.05,1.27
12/24/2010,358,12,2010,0.3,7.62
12/25/2010,359,12,2010,0,0
12/26/2010,360,12,2010,0,0
12/27/2010,361,12,2010,0,0
12/28/2010,362,12,2010,0,0
12/29/2010,363,12,2010,0.01,0.254
12/30/2010,364,12,2010,0,0
12/31/2010,365,12,2010,0.06,1.524
1/1/2011,1,1,2011,0,0
1/2/2011,2,1,2011,0,0
1/3/2011,3,1,2011,0,0
1/4/2011,4,1,2011,0,0
1/5/2011,5,1,2011,0,0
1/6/2011,6,1,2011,0,0
1/7/2011,7,1,2011,0.09,2.286
1/8/2011,8,1,2011,0,0
1/9/2011,9,1,2011,0,0
1/10/2011,10,1,2011,0.38,9.652
1/11/2011,11,1,2011,0.01,0.254
1/12/2011,12,1,2011,0,0
1/13/2011,13,1,2011,0,0
1/14/2011,14,1,2011,0.01,0.254
1/15/2011,15,1,2011,0,0
1/16/2011,16,1,2011,0,0
1/17/2011,17,1,2011,0.22,5.588
1/18/2011,18,1,2011,0.05,1.27
1/19/2011,19,1,2011,0,0
1/20/2011,20,1,2011,0,0
1/21/2011,21,1,2011,0.04,1.016
1/22/2011,22,1,2011,0,0
1/23/2011,23,1,2011,0,0
1/24/2011,24,1,2011,0,0
1/25/2011,25,1,2011,0,0
1/26/2011,26,1,2011,0,0
1/27/2011,27,1,2011,0,0
1/28/2011,28,1,2011,0,0
1/29/2011,29,1,2011,0,0
1/30/2011,30,1,2011,0,0
1/31/2011,31,1,2011,0.18,4.572
2/1/2011,32,2,2011,0.3,7.62
2/2/2011,33,2,2011,0.04,1.016
2/3/2011,34,2,2011,0,0
2/4/2011,35,2,2011,0,0
2/5/2011,36,2,2011,0,0
2/6/2011,37,2,2011,0.02,0.508
2/7/2011,38,2,2011,0,0
2/8/2011,39,2,2011,0,0
2/9/2011,40,2,2011,0,0
2/10/2011,41,2,2011,0,0
2/11/2011,42,2,2011,0.01,0.254
2/12/2011,43,2,2011,0,0
2/13/2011,44,2,2011,0,0
2/14/2011,45,2,2011,0,0
2/15/2011,46,2,2011,0,0
2/16/2011,47,2,2011,0,0
2/17/2011,48,2,2011,0,0
2/18/2011,49,2,2011,0,0
2/19/2011,50,2,2011,0,0
2/20/2011,51,2,2011,0.6,15.24
2/21/2011,52,2,2011,0,0
2/22/2011,53,2,2011,0,0
2/23/2011,54,2,2011,0,0
2/24/2011,55,2,2011,0,0
2/25/2011,56,2,2011,0.02,0.508
2/26/2011,57,2,2011,0.02,0.508
2/27/2011,58,2,2011,0,0
2/28/2011,59,2,2011,0,0
3/1/2011,60,3,2011,0,0
3/2/2011,61,3,2011,0,0
3/3/2011,62,3,2011,0,0
3/4/2011,63,3,2011,0,0
3/5/2011,64,3,2011,0,0
3/6/2011,65,3,2011,0.07,1.778
3/7/2011,66,3,2011,0.08,2.032
3/8/2011,67,3,2011,0.32,8.128
3/9/2011,68,3,2011,0.09,2.286
3/10/2011,69,3,2011,0,0
3/11/2011,70,3,2011,0,0
3/12/2011,71,3,2011,0,0
3/13/2011,72,3,2011,0,0
3/14/2011,73,3,2011,0,0
3/15/2011,74,3,2011,0,0
3/16/2011,75,3,2011,0,0
3/17/2011,76,3,2011,0,0
3/18/2011,77,3,2011,0,0
3/19/2011,78,3,2011,0.01,0.254
3/20/2011,79,3,2011,0.22,5.588
3/21/2011,80,3,2011,0,0
3/22/2011,81,3,2011,0.03,0.762
3/23/2011,82,3,2011,0.01,0.254
3/24/2011,83,3,2011,0,0
3/25/2011,84,3,2011,0.06,1.524
3/26/2011,85,3,2011,0,0
3/27/2011,86,3,2011,0,0
3/28/2011,87,3,2011,0,0
3/29/2011,88,3,2011,0.05,1.27
3/30/2011,89,3,2011,0,0
3/31/2011,90,3,2011,0.02,0.508
4/1/2011,91,4,2011,0.01,0.254
4/2/2011,92,4,2011,0,0
4/3/2011,93,4,2011,0,0
4/4/2011,94,4,2011,0,0
4/5/2011,95,4,2011,0,0
4/6/2011,96,4,2011,0,0
4/7/2011,97,4,2011,0.34,8.636
4/8/2011,98,4,2011,0,0
4/9/2011,99,4,2011,0,0
4/10/2011,100,4,2011,0,0
4/11/2011,101,4,2011,0,0
4/12/2011,102,4,2011,0,0
4/13/2011,103,4,2011,0,0
4/14/2011,104,4,2011,0.12,3.048
4/15/2011,105,4,2011,0.79,20.066
4/16/2011,106,4,2011,0.1,2.54
4/17/2011,107,4,2011,0.16,4.064
4/18/2011,108,4,2011,0.03,0.762
4/19/2011,109,4,2011,0.73,18.542
4/20/2011,110,4,2011,0,0
4/21/2011,111,4,2011,0,0
4/22/2011,112,4,2011,0.02,0.508
4/23/2011,113,4,2011,0,0
4/24/2011,114,4,2011,0,0
4/25/2011,115,4,2011,0.88,22.352
4/26/2011,116,4,2011,0.26,6.604
4/27/2011,117,4,2011,0,0
4/28/2011,118,4,2011,0,0
4/29/2011,119,4,2011,0,0
4/30/2011,120,4,2011,0.02,0.508
5/1/2011,121,5,2011,0,0
5/2/2011,122,5,2011,0,0
5/3/2011,123,5,2011,0,0
5/4/2011,124,5,2011,0,0
5/5/2011,125,5,2011,0.01,0.254
5/6/2011,126,5,2011,0,0
5/7/2011,127,5,2011,0,0
5/8/2011,128,5,2011,0,0
5/9/2011,129,5,2011,0,0
5/10/2011,130,5,2011,0,0
5/11/2011,131,5,2011,0.34,8.636
5/12/2011,132,5,2011,0.14,3.556
5/13/2011,133,5,2011,0.28,7.112
5/14/2011,134,5,2011,0.08,2.032
5/15/2011,135,5,2011,0.42,10.668
5/16/2011,136,5,2011,0,0
5/17/2011,137,5,2011,0,0
5/18/2011,138,5,2011,0,0
5/19/2011,139,5,2011,0,0
5/20/2011,140,5,2011,0.79,20.066
5/21/2011,141,5,2011,0.15,3.81
5/22/2011,142,5,2011,0.01,0.254
5/23/2011,143,5,2011,0,0
5/24/2011,144,5,2011,0.22,5.588
5/25/2011,145,5,2011,0.84,21.336
5/26/2011,146,5,2011,0,0
5/27/2011,147,5,2011,0,0
5/28/2011,148,5,2011,0,0
5/29/2011,149,5,2011,0.01,0.254
5/30/2011,150,5,2011,0,0
5/31/2011,151,5,2011,0.05,1.27
6/1/2011,152,6,2011,0,0
6/2/2011,153,6,2011,0,0
6/3/2011,154,6,2011,0,0
6/4/2011,155,6,2011,0.01,0.254
6/5/2011,156,6,2011,0.01,0.254
6/6/2011,157,6,2011,0,0
6/7/2011,158,6,2011,0,0
6/8/2011,159,6,2011,0,0
6/9/2011,160,6,2011,1.5,38.1
6/10/2011,161,6,2011,0.5,12.7
6/11/2011,162,6,2011,0,0
6/12/2011,163,6,2011,0.08,2.032
6/13/2011,164,6,2011,0.21,5.334
6/14/2011,165,6,2011,0.2,5.08
6/15/2011,166,6,2011,0.06,1.524
6/16/2011,167,6,2011,0,0
6/17/2011,168,6,2011,0,0
6/18/2011,169,6,2011,0,0
6/19/2011,170,6,2011,0,0
6/20/2011,171,6,2011,0.47,11.938
6/21/2011,172,6,2011,0.17,4.318
6/22/2011,173,6,2011,0.09,2.286
6/23/2011,174,6,2011,0,0
6/24/2011,175,6,2011,0,0
6/25/2011,176,6,2011,0.12,3.048
6/26/2011,177,6,2011,0.47,11.938
6/27/2011,178,6,2011,0,0
6/28/2011,179,6,2011,0,0
6/29/2011,180,6,2011,0,0
6/30/2011,181,6,2011,0,0
7/1/2011,182,7,2011,0.29,7.366
7/2/2011,183,7,2011,0.07,1.778
7/3/2011,184,7,2011,0.02,0.508
7/4/2011,185,7,2011,0,0
7/5/2011,186,7,2011,0,0
7/6/2011,187,7,2011,0,0
7/7/2011,188,7,2011,0,0
7/8/2011,189,7,2011,0,0
7/9/2011,190,7,2011,0,0
7/10/2011,191,7,2011,0.64,16.256
7/11/2011,192,7,2011,0.17,4.318
7/12/2011,193,7,2011,0.03,0.762
7/13/2011,194,7,2011,0,0
7/14/2011,195,7,2011,0.01,0.254
7/15/2011,196,7,2011,0,0
7/16/2011,197,7,2011,0.02,0.508
7/17/2011,198,7,2011,0,0
7/18/2011,199,7,2011,0,0
7/19/2011,200,7,2011,0,0
7/20/2011,201,7,2011,0,0
7/21/2011,202,7,2011,0.6,15.24
7/22/2011,203,7,2011,0.37,9.398
7/23/2011,204,7,2011,0.2,5.08
7/24/2011,205,7,2011,0,0
7/25/2011,206,7,2011,0,0
7/26/2011,207,7,2011,0,0
7/27/2011,208,7,2011,0,0
7/28/2011,209,7,2011,0.53,13.462
7/29/2011,210,7,2011,0,0
7/30/2011,211,7,2011,0,0
7/31/2011,212,7,2011,0,0
8/1/2011,213,8,2011,0,0
8/2/2011,214,8,2011,0,0
8/3/2011,215,8,2011,0,0
8/4/2011,216,8,2011,0.76,19.304
8/5/2011,217,8,2011,0.21,5.334
8/6/2011,218,8,2011,0.01,0.254
8/7/2011,219,8,2011,0,0
8/8/2011,220,8,2011,0.4,10.16
8/9/2011,221,8,2011,0,0
8/10/2011,222,8,2011,0,0
8/11/2011,223,8,2011,0,0
8/12/2011,224,8,2011,0.01,0.254
8/13/2011,225,8,2011,0,0
8/14/2011,226,8,2011,0,0
8/15/2011,227,8,2011,0,0
8/16/2011,228,8,2011,0.11,2.794
8/17/2011,229,8,2011,0,0
8/18/2011,230,8,2011,0.09,2.286
8/19/2011,231,8,2011,0,0
8/20/2011,232,8,2011,0,0
8/21/2011,233,8,2011,0,0
8/22/2011,234,8,2011,0,0
8/23/2011,235,8,2011,0,0
8/24/2011,236,8,2011,0,0
8/25/2011,237,8,2011,0,0
8/26/2011,238,8,2011,0,0
8/27/2011,239,8,2011,0,0
8/28/2011,240,8,2011,0.01,0.254
8/29/2011,241,8,2011,0,0
8/30/2011,242,8,2011,0.55,13.97
8/31/2011,243,8,2011,0,0
9/1/2011,244,9,2011,0,0
9/2/2011,245,9,2011,0.1,2.54
9/3/2011,246,9,2011,0.44,11.176
9/4/2011,247,9,2011,0,0
9/5/2011,248,9,2011,0,0
9/6/2011,249,9,2011,0,0
9/7/2011,250,9,2011,0,0
9/8/2011,251,9,2011,0,0
9/9/2011,252,9,2011,0,0
9/10/2011,253,9,2011,0,0
9/11/2011,254,9,2011,0,0
9/12/2011,255,9,2011,0,0
9/13/2011,256,9,2011,0,0
9/14/2011,257,9,2011,0,0
9/15/2011,258,9,2011,0,0
9/16/2011,259,9,2011,0.03,0.762
9/17/2011,260,9,2011,0,0
9/18/2011,261,9,2011,0.5,12.7
9/19/2011,262,9,2011,0,0
9/20/2011,263,9,2011,0.04,1.016
9/21/2011,264,9,2011,0,0
9/22/2011,265,9,2011,0,0
9/23/2011,266,9,2011,0,0
9/24/2011,267,9,2011,0,0
9/25/2011,268,9,2011,0,0
9/26/2011,269,9,2011,0.01,0.254
9/27/2011,270,9,2011,0,0
9/28/2011,271,9,2011,0,0
9/29/2011,272,9,2011,0,0
9/30/2011,273,9,2011,0,0
10/1/2011,274,10,2011,0,0
10/2/2011,275,10,2011,0,0
10/3/2011,276,10,2011,0,0
10/4/2011,277,10,2011,0,0
10/5/2011,278,10,2011,0,0
10/6/2011,279,10,2011,0,0
10/7/2011,280,10,2011,0,0
10/8/2011,281,10,2011,0,0
10/9/2011,282,10,2011,0,0
10/10/2011,283,10,2011,0.01,0.254
10/11/2011,284,10,2011,0.01,0.254
10/12/2011,285,10,2011,0.52,13.208
10/13/2011,286,10,2011,0,0
10/14/2011,287,10,2011,0,0
10/15/2011,288,10,2011,0,0
10/16/2011,289,10,2011,0,0
10/17/2011,290,10,2011,0,0
10/18/2011,291,10,2011,0,0
10/19/2011,292,10,2011,0,0
10/20/2011,293,10,2011,0,0
10/21/2011,294,10,2011,0,0
10/22/2011,295,10,2011,0,0
10/23/2011,296,10,2011,0.01,0.254
10/24/2011,297,10,2011,0,0
10/25/2011,298,10,2011,0,0
10/26/2011,299,10,2011,0,0
10/27/2011,300,10,2011,0,0
10/28/2011,301,10,2011,0,0
10/29/2011,302,10,2011,0,0
10/30/2011,303,10,2011,0.01,0.254
10/31/2011,304,10,2011,0,0
11/1/2011,305,11,2011,0,0
11/2/2011,306,11,2011,0.88,22.352
11/3/2011,307,11,2011,0,0
11/4/2011,308,11,2011,0,0
11/5/2011,309,11,2011,0,0
11/6/2011,310,11,2011,0,0
11/7/2011,311,11,2011,0.18,4.572
11/8/2011,312,11,2011,1.17,29.718
11/9/2011,313,11,2011,0.37,9.398
11/10/2011,314,11,2011,0,0
11/11/2011,315,11,2011,0,0
11/12/2011,316,11,2011,0,0
11/13/2011,317,11,2011,0,0
11/14/2011,318,11,2011,0.01,0.254
11/15/2011,319,11,2011,0,0
11/16/2011,320,11,2011,0,0
11/17/2011,321,11,2011,0,0
11/18/2011,322,11,2011,0,0
11/19/2011,323,11,2011,0,0
11/20/2011,324,11,2011,0,0
11/21/2011,325,11,2011,0,0
11/22/2011,326,11,2011,0,0
11/23/2011,327,11,2011,0,0
11/24/2011,328,11,2011,0,0
11/25/2011,329,11,2011,0.02,0.508
11/26/2011,330,11,2011,0.1,2.54
11/27/2011,331,11,2011,0,0
11/28/2011,332,11,2011,0,0
11/29/2011,333,11,2011,0,0
11/30/2011,334,11,2011,0,0
12/1/2011,335,12,2011,0.02,0.508
